"restaurant";"type";"prix";"nom";"description"
"Cardamome Café (Bollywood)";;"9,9";"Aloo palok";"Curry d’épinards avec pomme de terre, servi avec riz basmati."
"Cardamome Café (Bollywood)";;"9,9";"Dal makhani";"Dal à la crème, et aux épices indiennes, servi avec riz basmati."
"Cardamome Café (Bollywood)";"alcohol";"9,9";"Grover rosé";"Vin rosé indien, taille au choix."
"Cardamome Café (Bollywood)";;"12,5";"Poulet korma";"Poulet cuit avec des pistaches, amandes, noix de cajou, et crème, servi avec riz basmati."
"Cardamome Café (Bollywood)";;"13,5";"Agneau vindaloo";"Agneau parfumé aux herbes et épices indiennes, et pomme de terre, servi avec riz basmati. \"Très épicé\""
"Cardamome Café (Bollywood)";;"4";"Lassi mangue et menthe";""
"Cardamome Café (Bollywood)";"alcohol";"9,5";"Le Pigeonnier de la Dourbie- Pays d'OC";"Vin rouge, taille au choix."
"Cardamome Café (Bollywood)";;"14";"Agneau tikka massala";"Morceaux d’agneau désossés grillés, sauce tomate, poivrons, épices, et coriandre, servi avec riz basmati. \"Très épicé\""
"Cardamome Café (Bollywood)";"dessert";"4";"Alu pakora";"Beignets de pommes de terre."
"Cardamome Café (Bollywood)";"alcohol";"12,5";"Sancerre AOC";"Vin rosé, taille au choix."
"Cardamome Café (Bollywood)";"alcohol";"9,9";"Grover Blanc";"Vin blanc indien, taille au choix."
"Cardamome Café (Bollywood)";;"4";"Lassi nature";""
"Cardamome Café (Bollywood)";;"13,5";"Kofta massala";"Boulettes de boeuf, sauce tomate, poivrons, épices, et coriandre, servi avec riz basmati. \"Très épicé\""
"Cardamome Café (Bollywood)";"alcohol";"11";"Mirza Ghalib";"Vin blanc, taille au choix."
"Cardamome Café (Bollywood)";;"9,9";"Curry de champignon";"Curry de champignon avec épices indiennes, servi avec riz basmati."
"Cardamome Café (Bollywood)";"alcohol";"13";"Brouilly AOC";"Vin rouge, taille au choix."
"Cardamome Café (Bollywood)";;"9,9";"Légumes korma";"Légumes cuits avec des pistaches, amandes, noix de cajou, et crème, servi avec riz basmati."
"Cardamome Café (Bollywood)";;"12,5";"Poulet champignon";"Dés de poulet marinés, et cuits avec des champignons, servi avec riz basmati."
"Cardamome Café (Bollywood)";;"12,5";"Agneau saaslik";"Dés d’agneau marinés cuits au tandoor, tomate, oignon, et poivron, servi avec riz basmati."
"Cardamome Café (Bollywood)";;"14";"Agneau biryani";"Agneau aux épices, et riz."
"Cardamome Café (Bollywood)";;"12,5";"Bœuf au curry";"Boeuf aux épices indiennes, servi avec riz basmati. \"Epicé\""
"Cardamome Café (Bollywood)";;"4";"Lassi salé";""
"Cardamome Café (Bollywood)";;"6,5";"Agneau tikka";"Dés d’agneau marinés, et cuits au tandoor."
"Cardamome Café (Bollywood)";;"4,5";"Cocktail maison";"Mangue, ananas, banane, jus d'orange, et lait de coco."
"Cardamome Café (Bollywood)";;"12,5";"Poulet jal piaza";"Poulet grillé au tandoori, poivrons, et oignons, servi avec riz basmati. \"Très épicé\""
"Cardamome Café (Bollywood)";;"4";"Lassi rose";""
"Cardamome Café (Bollywood)";"drink";"3";"7up";"33 cl."
"Cardamome Café (Bollywood)";"alcohol";"4";"Cobra";"Bière indienne."
"Cardamome Café (Bollywood)";;"6";"Poulet tikka";"Dés de poulet marinés, et cuits au tandoor."
"Cardamome Café (Bollywood)";;"3";"Riz basmati";"Riz à grain long originaire d’Inde."
"Cardamome Café (Bollywood)";;"4,5";"Samossa légumes";"Triangles farçis aux légumes, et aux herbes indiennes."
"Cardamome Café (Bollywood)";"drink";"3";"Perrier";"50 cl ou 1L."
"Cardamome Café (Bollywood)";"dessert";"4,5";"Carrot cake";"Cake à la carotte."
"Cardamome Café (Bollywood)";;"5";"Mousse à la mangue";""
"Cardamome Café (Bollywood)";;"13";"Bœuf champignon";"Curry de boeuf aux champignons, servi avec riz basmati."
"Cardamome Café (Bollywood)";;"9,9";"Dal palok";"Épinards et lentilles, servi avec riz basmati."
"Cardamome Café (Bollywood)";;"4";"Lassi banane";""
"Cardamome Café (Bollywood)";;"6";"Sheek kabab";"Brochettes d’agneau hachées aux épices, et cuites au tandoor."
"Cardamome Café (Bollywood)";"alcohol";"13";"Alsace AOC";"Vin blanc, taille au choix."
"Cardamome Café (Bollywood)";"alcohol";"9";"Côtes de Provence AOC";"Vin rosé, taille au choix."
"Cardamome Café (Bollywood)";;"3";"Evian";"50 cl ou 1L."
"Cardamome Café (Bollywood)";;"3";"Badoit";"50 cl ou 1L."
"Cardamome Café (Bollywood)";;"13";"Poisson au curry";"Poisson 'selon arrivage' aux épices indiennes, servi avec riz basmati. \"Epicé\""
"Cardamome Café (Bollywood)";"side";"2";"Naan nature";"Pâte levée nature."
"Cardamome Café (Bollywood)";;"6";"Poisson tikka";"Dés de lotte marinés, et cuits au tandoor."
"Cardamome Café (Bollywood)";;"13,5";"Agneau champignon";"Morceaux d’agneau désossés aux champignons, et épices, servi avec riz basmati. "
"Cardamome Café (Bollywood)";"alcohol";"29";"Nicolas Feuillate Brut Réserve";"Champagne, 75 cl."
"Cardamome Café (Bollywood)";;"12,5";"Poulet tikka massala";"Poulet grillé, sauce tomate, poivrons, épices, et coriandre, servi avec riz basmati. \"Très épicé\""
"Cardamome Café (Bollywood)";"drink";"3";"Orangina";"25 cl."
"Cardamome Café (Bollywood)";"dessert";"4";"Baigun pakora";"Beignets d’aubergine."
"Cardamome Café (Bollywood)";;"13";"Bœuf korma";"Boeuf cuit avec des pistaches, amandes, noix de cajou, et crème, servi avec riz basmati."
"Cardamome Café (Bollywood)";"salad";"4";"Salade de crudités";"Salade verte, tomates, concombre, et œuf dur."
"Cardamome Café (Bollywood)";;"13,5";"Crevette korma";"Crevettes cuites avec pistaches, amandes, et noix de cajou, servies avec riz basmati."
"Cardamome Café (Bollywood)";;"12";"Poulet saaslik";"Dés de poulet marinés et cuits au tandoor, tomate, oignon, et poivron, servi avec riz basmati. \"Très épicé\""
"Cardamome Café (Bollywood)";;"4";"Riz matar";"Riz basmati au petits pois."
"Cardamome Café (Bollywood)";;"4,5";"Cocktail vitamine";"Clémentine, banane, kiwi, et yaourt sucré."
"Cardamome Café (Bollywood)";"alcohol";"9,5";"Bordeaux Supérieur AOC";"Vin rouge, taille au choix."
"Cardamome Café (Bollywood)";"drink";"3";"Coca light";"33 cl."
"Cardamome Café (Bollywood)";;"4";"Halua";"Gâteau à base de semoule."
"Cardamome Café (Bollywood)";;"10";"Biryani aux légumes";"Légumes mixtes, sauce, et riz."
"Cardamome Café (Bollywood)";"side";"3";"Naan garlic";"Pâte levée à l’ail, et coriandre."
